,chemicalFormula,mpID,volume,volumeUnits,formationEnergy,formationEnergyUnits,bandGap,bandGapUnits,density,densityUnits,crystalSystem
547,As(BrF2)3,mp-28159,445.8051058777744,$\AA^3$,-1.40436275325,eV/atom,1.5927,eV,3.1930853055424167,g/cm$^3$,triclinic
548,K3BrO,mp-28166,147.83865685056293,$\AA^3$,-1.4853862957500006,eV/atom,0.889,eV,2.3946651206313794,g/cm$^3$,cubic
549,Gd2CF2,mp-8301,79.11964854839896,$\AA^3$,-2.34093491575,eV/atom,0.7328000000000001,eV,7.650171764901056,g/cm$^3$,trigonal
550,Sr4P2O,mp-8298,187.57998185596648,$\AA^3$,-1.6457798953486393,eV/atom,1.2134,eV,3.7926199537249845,g/cm$^3$,tetragonal
551,Cs2Pt3Se4,mp-14338,284.5497283832273,$\AA^3$,-0.7200812760416666,eV/atom,1.3432,eV,6.8096627601702355,g/cm$^3$,orthorhombic
552,Na2PdF4,mp-3622,202.32063783020226,$\AA^3$,-2.1190050400000002,eV/atom,1.1977,eV,3.749056163429207,g/cm$^3$,monoclinic
553,Cs2Pd3Se4,mp-11694,275.14453964907113,$\AA^3$,-0.7574735804861111,eV/atom,1.0613,eV,5.437133595386751,g/cm$^3$,orthorhombic
554,NaVPO5,mp-19291,366.9745003887055,$\AA^3$,-2.647784584293154,eV/atom,1.2667000000000002,eV,3.346685060538874,g/cm$^3$,monoclinic
555,K3IO,mp-28171,155.82089833756788,$\AA^3$,-1.39611757975,eV/atom,1.0263999999999998,eV,2.7728641625804094,g/cm$^3$,cubic
556,NaGdCl4,mp-28156,321.36132458405007,$\AA^3$,-2.5103550555066665,eV/atom,2.47,eV,3.328213176607591,g/cm$^3$,triclinic
557,Cs2Te,mp-573763,655.0585739309258,$\AA^3$,-1.0184097675000003,eV/atom,1.7740000000000002,eV,3.989103531829035,g/cm$^3$,orthorhombic
558,NaSbCl6,mp-28177,478.780392127514,$\AA^3$,-1.4200222036949999,eV/atom,2.0358,eV,2.479588360980318,g/cm$^3$,tetragonal
559,Cu2HgI4,mp-23353,242.3378204483848,$\AA^3$,-0.2387232475369456,eV/atom,0.5589000000000004,eV,5.723613255579539,g/cm$^3$,tetragonal
560,Pd(SCl3)2,mp-28174,267.8142881396045,$\AA^3$,-0.6841952864094445,eV/atom,1.6115,eV,2.3763908774055893,g/cm$^3$,triclinic
561,Hg9P5I6,mp-569421,2616.7822329717637,$\AA^3$,-0.1580510813901892,eV/atom,1.3431000000000002,eV,6.908228005041627,g/cm$^3$,monoclinic
562,VPO4,mp-18835,135.7578262806032,$\AA^3$,-2.7080969880158734,eV/atom,1.7687,eV,3.569503034391474,g/cm$^3$,orthorhombic
563,Pd(SeCl3)2,mp-28175,587.4938017531629,$\AA^3$,-0.7720131924163888,eV/atom,1.6736,eV,2.6967888825736135,g/cm$^3$,monoclinic
564,FeSi2,mp-1714,300.0790526303731,$\AA^3$,-0.44356573291666734,eV/atom,0.6966000000000001,eV,4.958878032818981,g/cm$^3$,orthorhombic
565,FeSeBr7,mp-607953,668.8649824811054,$\AA^3$,-0.32164349234375006,eV/atom,1.0044,eV,3.446539714412553,g/cm$^3$,monoclinic
566,LiInI4,mp-541001,1020.5273166396107,$\AA^3$,-0.7591672020833334,eV/atom,2.3882000000000003,eV,4.0963325064491745,g/cm$^3$,monoclinic
567,NaNbCl6,mp-28178,938.7881845294974,$\AA^3$,-1.8232646480700003,eV/atom,2.2372,eV,2.3250253629650306,g/cm$^3$,monoclinic
568,Cs2U(Cl2O)2,mp-541275,282.195308321637,$\AA^3$,-2.7041969056155555,eV/atom,2.3217,eV,3.987540493663697,g/cm$^3$,monoclinic
569,KTaO3,mp-3614,65.4917299414832,$\AA^3$,-3.0975575247500005,eV/atom,2.0983,eV,6.79624932709838,g/cm$^3$,cubic
570,K3P11,mp-1568,1624.6599286568367,$\AA^3$,-0.3220204161819729,eV/atom,1.93,eV,1.8724835737218304,g/cm$^3$,orthorhombic
571,YbSe,mp-286,51.75934500832446,$\AA^3$,-2.094621269296875,eV/atom,1.9621,eV,8.08464264809958,g/cm$^3$,cubic
572,CsInI4,mp-607987,1327.5170512341863,$\AA^3$,-0.9230528591666666,eV/atom,2.4143000000000003,eV,3.7793071782960124,g/cm$^3$,monoclinic
573,BiClF8,mp-28194,343.14799802211456,$\AA^3$,-1.3908169863260003,eV/atom,2.0644,eV,3.8366645394419345,g/cm$^3$,triclinic
574,YbTe,mp-1779,64.33155207279864,$\AA^3$,-1.6718267900000003,eV/atom,1.4687999999999999,eV,7.760179960286198,g/cm$^3$,cubic
575,KNa2FeO3,mp-541002,435.5974938960914,$\AA^3$,-1.7754692666071423,eV/atom,2.179,eV,2.8807395994748783,g/cm$^3$,orthorhombic
576,NaGeSbO5,mp-6526,206.22188369797786,$\AA^3$,-2.09839346140625,eV/atom,2.2254,eV,4.789232802306416,g/cm$^3$,monoclinic
577,Tl3AsS4,mp-5704,965.5819145065843,$\AA^3$,-0.29633855765625006,eV/atom,1.6893000000000002,eV,5.615474804666375,g/cm$^3$,orthorhombic
578,Cs3Sb2Br9,mp-579560,568.997236627107,$\AA^3$,-1.2170160276785715,eV/atom,1.9837,eV,3.972974976141757,g/cm$^3$,trigonal
579,TiI4,mp-541013,422.45570997095723,$\AA^3$,-0.7328766733333335,eV/atom,1.0867,eV,4.366868485836906,g/cm$^3$,monoclinic
580,Rb3Sb2Br9,mp-28222,548.7281056543717,$\AA^3$,-1.1635379298214283,eV/atom,1.9083999999999999,eV,3.689068520186123,g/cm$^3$,trigonal
581,Na4CoAuO5,mp-613344,298.8001801679128,$\AA^3$,-1.4715004082954537,eV/atom,1.9491,eV,4.755494299619887,g/cm$^3$,orthorhombic
582,CaCrO4,mp-19215,170.896311669984,$\AA^3$,-2.454966852499999,eV/atom,2.3678,eV,3.0329868419524795,g/cm$^3$,tetragonal
583,Sb2O3,mp-2136,361.5316768259369,$\AA^3$,-1.7679392562499998,eV/atom,2.2239000000000004,eV,5.355849551329093,g/cm$^3$,orthorhombic
584,CoAsS,mp-4627,174.23129063059042,$\AA^3$,-0.4401284196874992,eV/atom,0.9407000000000005,eV,6.325299579993303,g/cm$^3$,orthorhombic
585,MnCr2O4,mp-541022,159.75727071219734,$\AA^3$,-2.3336491517627604,eV/atom,2.3724000000000003,eV,4.63428501935333,g/cm$^3$,cubic
586,Mn(GaSe2)2,mp-20261,179.24583416873776,$\AA^3$,-0.562256632250616,eV/atom,0.8566,eV,4.726731246400836,g/cm$^3$,tetragonal
587,CaMn2O4,mp-18844,643.0828927835217,$\AA^3$,-2.4558538203112312,eV/atom,1.4165,eV,4.419649316696363,g/cm$^3$,orthorhombic
588,Ag3AsS3,mp-561620,631.1673765290634,$\AA^3$,-0.10277817531249969,eV/atom,1.7216999999999998,eV,5.20625012123704,g/cm$^3$,monoclinic
589,Ti2FeO5,mp-31857,191.12567416183163,$\AA^3$,-3.0872030630729173,eV/atom,1.5668999999999995,eV,4.023959238923537,g/cm$^3$,orthorhombic
590,SbPbClO2,mp-23138,196.45410358401995,$\AA^3$,-1.7206440391519997,eV/atom,1.9094000000000007,eV,6.701384299281311,g/cm$^3$,orthorhombic
591,BiPbClO2,mp-23084,204.95524700121484,$\AA^3$,-1.6902952911520004,eV/atom,2.068,eV,7.836736100189678,g/cm$^3$,orthorhombic
592,MnCl2,mp-28233,78.17081973088789,$\AA^3$,-1.4806247926331035,eV/atom,1.7923,eV,2.6732345319900093,g/cm$^3$,trigonal
593,TlSbS2,mp-28230,465.3978860121518,$\AA^3$,-0.33520471953124975,eV/atom,1.6534,eV,5.5699780678435475,g/cm$^3$,triclinic
594,MoS2,mp-1434,62.649333428391216,$\AA^3$,-0.8640006727083337,eV/atom,1.2042000000000002,eV,4.24270220509664,g/cm$^3$,trigonal
595,Ca3AsBr3,mp-27294,212.3368598045648,$\AA^3$,-1.7943452110714284,eV/atom,1.6656999999999997,eV,3.4007970916895687,g/cm$^3$,cubic
596,Zn(GaO2)2,mp-5794,151.32033513464577,$\AA^3$,-2.1897841871428563,eV/atom,2.3104999999999998,eV,5.9005976416163675,g/cm$^3$,cubic
597,CsCuO,mp-541037,159.0879305405253,$\AA^3$,-1.2106073370833326,eV/atom,1.1227,eV,4.435068168665261,g/cm$^3$,orthorhombic
598,MoBr3,mp-23312,565.3723556648536,$\AA^3$,-0.5795616631250002,eV/atom,0.6926,eV,3.9433354271880297,g/cm$^3$,orthorhombic
599,RbMnBr3,mp-568231,995.6153823479035,$\AA^3$,-1.2217745021091948,eV/atom,1.2465000000000002,eV,3.8038814227676205,g/cm$^3$,hexagonal
600,U(ClO)2,mp-23013,447.09775099157685,$\AA^3$,-2.886844223804,eV/atom,1.7154,eV,5.064965714368737,g/cm$^3$,orthorhombic
601,Na6ZnS4,mp-8389,484.9372959875146,$\AA^3$,-1.0480284842045455,eV/atom,2.1614000000000004,eV,2.271004341768867,g/cm$^3$,hexagonal
602,Cs5SiP3,mp-616135,1366.7417181989554,$\AA^3$,-0.36808293019841304,eV/atom,0.8416000000000001,eV,3.817575300305433,g/cm$^3$,orthorhombic
603,K2PtI6,mp-28247,725.0023363202843,$\AA^3$,-0.762702848888889,eV/atom,0.8659999999999999,eV,4.739769395718078,g/cm$^3$,tetragonal
604,Li2MnBr4,mp-28250,171.02071750507514,$\AA^3$,-1.2360775201970442,eV/atom,1.7801,eV,3.7715499060671775,g/cm$^3$,orthorhombic
605,LiBiO2,mp-28253,237.29620141207698,$\AA^3$,-1.8547005306250002,eV/atom,2.0370000000000004,eV,6.939531925961156,g/cm$^3$,orthorhombic
606,InI2,mp-29312,1109.3259569375464,$\AA^3$,-0.5263793020833333,eV/atom,1.7863000000000002,eV,4.4143518133406,g/cm$^3$,orthorhombic
607,Tl3SbS3,mp-8393,212.02964789797394,$\AA^3$,-0.3392366131696427,eV/atom,1.592,eV,6.50891065266444,g/cm$^3$,trigonal
608,V2Se9,mp-28256,614.4316183151602,$\AA^3$,-0.41185187748579594,eV/atom,0.7130000000000001,eV,4.391785922109317,g/cm$^3$,monoclinic
609,Tl3PSe4,mp-4160,1025.9148702591133,$\AA^3$,-0.34229295937128024,eV/atom,1.4779,eV,6.215162952435151,g/cm$^3$,orthorhombic
610,Rb2TeBr6,mp-570324,344.06505131666694,$\AA^3$,-1.0674460672222221,eV/atom,2.101,eV,3.7546161396573488,g/cm$^3$,tetragonal
611,NaRhO2,mp-8830,45.09222734386194,$\AA^3$,-1.480746404375,eV/atom,1.3773999999999997,eV,5.814510900850416,g/cm$^3$,trigonal
612,Tl5Se2I,mp-23488,552.8198882399862,$\AA^3$,-0.4507343793359375,eV/atom,0.7101999999999995,eV,7.850275601547513,g/cm$^3$,tetragonal
613,InBr3,mp-570219,281.94319888610096,$\AA^3$,-0.8542273818750001,eV/atom,2.489,eV,4.176095511351253,g/cm$^3$,monoclinic
614,CsNaSe,mp-8658,208.90762688200627,$\AA^3$,-1.1058002095312502,eV/atom,2.027,eV,3.733575852543889,g/cm$^3$,tetragonal
615,Ba(CuO)2,mp-7374,170.56239968626545,$\AA^3$,-1.6229897984999995,eV/atom,1.3793000000000002,eV,5.77165066488953,g/cm$^3$,tetragonal
616,CsNaS,mp-6973,187.08388415970825,$\AA^3$,-1.067086726354167,eV/atom,2.4133999999999998,eV,3.336634411574592,g/cm$^3$,tetragonal
617,CsCu2Cl3,mp-23065,325.43725363553045,$\AA^3$,-1.2538690607966665,eV/atom,1.8237999999999999,eV,3.7386570870016484,g/cm$^3$,orthorhombic
618,FeMoClO4,mp-24968,258.95171855309144,$\AA^3$,-1.8723640368942855,eV/atom,2.2046,eV,3.222117964474943,g/cm$^3$,tetragonal
619,KNa2CuO2,mp-545359,105.476721559704,$\AA^3$,-1.3573032720833336,eV/atom,1.5144,eV,2.8435745528251237,g/cm$^3$,tetragonal
620,KCuS,mp-28270,358.7464307433496,$\AA^3$,-0.765526520520833,eV/atom,1.8615000000000002,eV,2.4941297418030075,g/cm$^3$,orthorhombic
621,SmSI,mp-541073,204.65068833293986,$\AA^3$,-1.8145846771875,eV/atom,2.4395000000000002,eV,5.019808421183072,g/cm$^3$,trigonal
622,K6HgS4,mp-5114,688.8301806984972,$\AA^3$,-0.9761952203644203,eV/atom,1.7161,eV,2.716529396524734,g/cm$^3$,hexagonal
623,CsCu2Br3,mp-23017,366.75862712972616,$\AA^3$,-0.8093552712499997,eV/atom,1.6382999999999999,eV,4.5249760070566705,g/cm$^3$,orthorhombic
624,Mn(SbO2)2,mp-19231,485.05541384569386,$\AA^3$,-1.8667088574770443,eV/atom,1.6341999999999999,eV,4.963323269700702,g/cm$^3$,tetragonal
625,Li2Te,mp-2530,69.5378934885136,$\AA^3$,-1.0379118333333335,eV/atom,2.4981999999999998,eV,3.378537310160671,g/cm$^3$,cubic
626,K2O,mp-971,68.26891294321595,$\AA^3$,-1.264721707083333,eV/atom,1.7072,eV,2.2911764294916823,g/cm$^3$,cubic
627,Na2Te,mp-2784,98.59723177844373,$\AA^3$,-0.93569595,eV/atom,2.0247,eV,2.923363815282258,g/cm$^3$,cubic
628,Na2O,mp-2352,43.78856121808384,$\AA^3$,-1.4542243704166662,eV/atom,1.8736000000000002,eV,2.3503498835820245,g/cm$^3$,cubic
629,K2Te,mp-1747,139.46780202806818,$\AA^3$,-1.0320137966666667,eV/atom,2.1383,eV,2.4502663635632125,g/cm$^3$,cubic
630,Na2S,mp-648,70.93384888543338,$\AA^3$,-1.0730468413541672,eV/atom,2.4399,eV,1.8269979126563158,g/cm$^3$,cubic
631,K2Se,mp-8426,116.69869892092743,$\AA^3$,-1.1064059628645833,eV/atom,2.0909,eV,2.236225882594053,g/cm$^3$,cubic
632,Ba3Fe2Br2O5,mp-565905,539.4565947477181,$\AA^3$,-2.4259725905208342,eV/atom,2.3991,eV,4.700217313469996,g/cm$^3$,cubic
633,Na2Si2Se5,mp-18562,1014.5637139032627,$\AA^3$,-0.7365211131076386,eV/atom,2.4355,eV,3.2534406653123153,g/cm$^3$,orthorhombic
634,Ba3Fe2Cl2O5,mp-565952,524.9948407677382,$\AA^3$,-2.5966699106475004,eV/atom,2.4379,eV,4.2673043432448505,g/cm$^3$,cubic
635,K2S,mp-1022,103.98198843065039,$\AA^3$,-1.0655263080208333,eV/atom,2.322,eV,1.7608210907973345,g/cm$^3$,cubic
636,Na2GeSe3,mp-28278,665.5610015663436,$\AA^3$,-0.7635091051302082,eV/atom,1.8866,eV,3.5478089538728876,g/cm$^3$,monoclinic
637,ZnAgPS4,mp-558807,603.0708174674019,$\AA^3$,-0.36159931847789145,eV/atom,2.1933999999999996,eV,3.6622391803264307,g/cm$^3$,orthorhombic
638,Ba2SiSe4,mp-14447,444.76301494814294,$\AA^3$,-1.455672427053571,eV/atom,2.2776,eV,4.618978201694594,g/cm$^3$,monoclinic
639,La2SnS3O2,mp-560740,670.3604353225529,$\AA^3$,-2.3165887468359383,eV/atom,1.6742,eV,5.1990493608003785,g/cm$^3$,orthorhombic
640,Ba2SiTe4,mp-14448,543.0445040582522,$\AA^3$,-1.0608846014285709,eV/atom,1.1018,eV,4.9728881440171575,g/cm$^3$,monoclinic
641,Cs2Se5,mp-541055,1095.483777854022,$\AA^3$,-0.6214521672098213,eV/atom,1.0176999999999998,eV,4.005427153091309,g/cm$^3$,orthorhombic
642,Rb2CoCl4,mp-23076,904.3308921739293,$\AA^3$,-1.7422583815057142,eV/atom,0.7331000000000001,eV,2.7299318496222216,g/cm$^3$,orthorhombic
643,CaSe,mp-1415,53.05137671147572,$\AA^3$,-2.0290340092968755,eV/atom,2.0766999999999998,eV,3.7259585769663914,g/cm$^3$,cubic
644,CaTe,mp-1519,65.45088492624757,$\AA^3$,-1.6523754650000004,eV/atom,1.5535999999999999,eV,4.2541188787468585,g/cm$^3$,cubic
645,GeClO2F5,mp-557432,524.4739667127259,$\AA^3$,-1.6380336273066674,eV/atom,1.7275,eV,2.977198876900753,g/cm$^3$,orthorhombic
646,K2CuP,mp-8446,213.01798631843792,$\AA^3$,-0.3356875707738096,eV/atom,1.1421000000000001,eV,2.6927514089424203,g/cm$^3$,orthorhombic
647,MnBr2,mp-28306,93.20834147871396,$\AA^3$,-0.8181077021264365,eV/atom,1.5958,eV,3.8257752492544137,g/cm$^3$,trigonal
648,KNbO3,mp-7375,68.41838398576652,$\AA^3$,-2.8723248627500007,eV/atom,2.2934,eV,4.368734990792457,g/cm$^3$,trigonal
649,In2TeO6,mp-504908,348.11950090666,$\AA^3$,-1.8475385256481478,eV/atom,1.0047000000000006,eV,6.485790412471334,g/cm$^3$,trigonal
650,K4CdP2,mp-28302,258.7010740137182,$\AA^3$,-0.35495274231292534,eV/atom,0.8246,eV,2.1230144211180426,g/cm$^3$,trigonal
651,Ca3InP3,mp-614572,685.3545554234634,$\AA^3$,-0.9659263177551024,eV/atom,0.9885000000000002,eV,3.1785732050165607,g/cm$^3$,orthorhombic
652,Hg2NO4,mp-5824,468.3273972580523,$\AA^3$,-0.8060743132710344,eV/atom,1.6426,eV,6.796136080364317,g/cm$^3$,monoclinic
653,TlBr,mp-568560,77.95399792416487,$\AA^3$,-0.8864737787500001,eV/atom,2.2965,eV,6.055752610087324,g/cm$^3$,cubic
654,RbNiCl3,mp-23486,256.28267776112045,$\AA^3$,-1.514793820956,eV/atom,0.7213999999999998,eV,3.2464039023695075,g/cm$^3$,hexagonal
655,CsNiCl3,mp-22950,276.42770951251066,$\AA^3$,-1.545998458956,eV/atom,0.8181999999999998,eV,3.5797468406481254,g/cm$^3$,hexagonal
656,CsTlBr4,mp-573702,1034.2272817641344,$\AA^3$,-0.9994218545833332,eV/atom,2.088,eV,4.218863405185514,g/cm$^3$,orthorhombic
657,KNiIO6,mp-557733,133.83556842361435,$\AA^3$,-1.0324399027777775,eV/atom,1.7517999999999998,eV,3.9789310153709265,g/cm$^3$,trigonal
658,RbAuBr3,mp-27300,364.91374183003535,$\AA^3$,-0.8712712124999996,eV/atom,0.7293,eV,4.752051067384404,g/cm$^3$,monoclinic
659,Rb2SiAs2,mp-6960,336.16162028247805,$\AA^3$,-0.44642404699999927,eV/atom,0.9554999999999998,eV,3.446572799182903,g/cm$^3$,orthorhombic
660,Cs3CrF7,mp-614750,462.60690964030476,$\AA^3$,-2.6770211627272724,eV/atom,1.5199,eV,4.190420291284158,g/cm$^3$,tetragonal
661,PtI2,mp-28319,447.20244928430026,$\AA^3$,-0.16679295416666662,eV/atom,1.2250999999999999,eV,6.66726400470353,g/cm$^3$,monoclinic
662,RbI3,mp-28328,779.708080539556,$\AA^3$,-0.7948221593749998,eV/atom,1.8571,eV,3.971291629596507,g/cm$^3$,orthorhombic
663,Tl3Ga9S13O2,mp-556717,619.3983831349091,$\AA^3$,-0.8640380466782408,eV/atom,2.2072,eV,4.529365503357623,g/cm$^3$,hexagonal
664,KV(SO4)2,mp-561691,169.80167825752415,$\AA^3$,-2.1980218473437496,eV/atom,2.1391999999999998,eV,2.75937181217585,g/cm$^3$,trigonal
665,ZnO2,mp-8484,121.82672594166492,$\AA^3$,-1.2125525349999997,eV/atom,2.1271999999999998,eV,5.310803253021356,g/cm$^3$,cubic
666,KNa2AuO2,mp-559067,225.46426796827762,$\AA^3$,-1.335030667083333,eV/atom,2.0423,eV,4.625841369262403,g/cm$^3$,orthorhombic
667,Na2Cu(CO3)2,mp-6090,267.35649457679546,$\AA^3$,-1.8345817490909084,eV/atom,0.653,eV,2.8513662878361394,g/cm$^3$,monoclinic
668,Sr3(InP2)2,mp-28324,493.25960439278896,$\AA^3$,-0.8245098719312173,eV/atom,0.5902000000000003,eV,4.15011209774608,g/cm$^3$,orthorhombic
669,Rb3CrF7,mp-559812,406.8357620116479,$\AA^3$,-2.664923123181818,eV/atom,0.7833,eV,3.60313697594319,g/cm$^3$,tetragonal
670,SbSCl9,mp-557809,721.9418873322483,$\AA^3$,-0.9497319962184091,eV/atom,1.7553999999999998,eV,2.1754442860228393,g/cm$^3$,monoclinic
671,Li3P7,mp-28336,796.1321763882925,$\AA^3$,-0.36351326391666705,eV/atom,1.7927,eV,1.9826324068834438,g/cm$^3$,orthorhombic
672,Tl4SiS4,mp-8479,543.4178450229477,$\AA^3$,-0.5369239079166669,eV/atom,1.9549000000000003,eV,5.951823262685061,g/cm$^3$,monoclinic
673,Cs(TeO3)2,mp-561786,294.13348227472403,$\AA^3$,-1.6671996375000002,eV/atom,0.7305000000000001,eV,5.466021485152133,g/cm$^3$,trigonal
674,NaAg3O2,mp-27303,200.8707305208802,$\AA^3$,-0.7233994487499995,eV/atom,0.6596,eV,6.259435520386406,g/cm$^3$,orthorhombic
675,Ce(SeO3)2,mp-541090,553.4700219003863,$\AA^3$,-2.153679615520834,eV/atom,1.3328,eV,4.728755744265423,g/cm$^3$,monoclinic
676,LiNbO2,mp-3924,79.22378056373775,$\AA^3$,-2.695937005625,eV/atom,1.5794999999999995,eV,5.527020092130844,g/cm$^3$,hexagonal
677,Ba2PbO4,mp-20098,129.67281568881637,$\AA^3$,-2.385308395,eV/atom,1.2232000000000003,eV,6.9899602478385665,g/cm$^3$,tetragonal
678,SbSBr,mp-22971,359.9960019773884,$\AA^3$,-0.4492087821874999,eV/atom,1.7647999999999997,eV,4.3124490198175796,g/cm$^3$,orthorhombic
679,CsCu2ICl2,mp-579536,357.539149909662,$\AA^3$,-1.0773242790033333,eV/atom,2.2443999999999997,eV,4.2524454893913415,g/cm$^3$,monoclinic
680,K6CdO4,mp-17161,455.2141244347491,$\AA^3$,-1.3685423245454542,eV/atom,1.5900999999999998,eV,2.998495885935779,g/cm$^3$,hexagonal
681,ClO3,mp-22869,261.3329882762675,$\AA^3$,-0.5019053005025,eV/atom,1.3649,eV,2.1210328863291013,g/cm$^3$,monoclinic
682,Si5Ir3,mp-2084,965.2188831097504,$\AA^3$,-0.6188244126562497,eV/atom,0.9330999999999996,eV,9.869154277843988,g/cm$^3$,monoclinic
683,CsUNbO6,mp-541096,712.8163334683771,$\AA^3$,-3.2536779375,eV/atom,2.1693,eV,5.216667014477673,g/cm$^3$,monoclinic
684,Na3AuO2,mp-28365,446.79095330781513,$\AA^3$,-1.3373509908333332,eV/atom,1.974,eV,4.429204514063052,g/cm$^3$,tetragonal
685,Rb2CdO2,mp-28364,446.54277124260824,$\AA^3$,-1.3793680665000003,eV/atom,1.3087,eV,4.690644157567752,g/cm$^3$,orthorhombic
686,K3Al2As3,mp-28347,462.7996938695985,$\AA^3$,-0.5739402175000001,eV/atom,1.4954999999999998,eV,2.8418827577202515,g/cm$^3$,monoclinic
687,Na3CrCl6,mp-28360,501.71619802843475,$\AA^3$,-1.890178550956,eV/atom,1.7196,eV,2.2087956824500745,g/cm$^3$,trigonal
688,K2MnCl6,mp-27304,242.91319298960028,$\AA^3$,-1.7999100045488123,eV/atom,1.0996000000000001,eV,2.364226376036658,g/cm$^3$,cubic
689,NbAlCl8,mp-28358,675.5884107399183,$\AA^3$,-1.8176600746079998,eV/atom,2.0379,eV,1.9835960335341882,g/cm$^3$,orthorhombic
690,CsK2AuO2,mp-557807,603.6012699340378,$\AA^3$,-1.2805622187499999,eV/atom,2.1806,eV,4.842594717193991,g/cm$^3$,orthorhombic
691,Tl3SbSe3,mp-4876,914.561004352389,$\AA^3$,-0.36365554225446417,eV/atom,1.0148000000000001,eV,7.057790324779368,g/cm$^3$,cubic
692,Ta2Cd2O7,mp-5548,291.0136329225542,$\AA^3$,-2.7094075994318185,eV/atom,2.0269,eV,7.973791807335962,g/cm$^3$,cubic
693,CsGeI3,mp-28377,226.64389702847475,$\AA^3$,-0.8494388434999998,eV/atom,1.589,eV,4.295309385029706,g/cm$^3$,trigonal
694,Cs2CoF6,mp-610706,185.35626302191665,$\AA^3$,-2.2071693683333335,eV/atom,1.8373000000000002,eV,3.9304619722454834,g/cm$^3$,cubic
695,CrAsO4,mp-19077,285.92318150720007,$\AA^3$,-1.9562828604166664,eV/atom,1.9798,eV,4.435069372035623,g/cm$^3$,orthorhombic
696,TlAuCl4,mp-28368,372.61261996514526,$\AA^3$,-0.98006719634,eV/atom,1.7616999999999998,eV,4.841174858554026,g/cm$^3$,monoclinic
697,LiMnF4,mp-558059,140.02964551372338,$\AA^3$,-2.6387858203898844,eV/atom,1.855,eV,3.2699206454275727,g/cm$^3$,monoclinic
698,Rb3TlO3,mp-28380,676.9447766634729,$\AA^3$,-1.39085702625,eV/atom,1.6515000000000002,eV,4.99217754825572,g/cm$^3$,monoclinic
699,BaNd2NiO5,mp-18763,136.61772894508803,$\AA^3$,-2.959002605138888,eV/atom,2.0531,eV,6.861309676987512,g/cm$^3$,orthorhombic
700,BaSm2PdO5,mp-8515,269.8907066951254,$\AA^3$,-3.0231004134722212,eV/atom,2.1423,eV,7.684197721818577,g/cm$^3$,tetragonal
701,KNaS,mp-28383,306.90202043681694,$\AA^3$,-1.0835674055208335,eV/atom,2.4851,eV,2.037716608688626,g/cm$^3$,orthorhombic
702,RhF3,mp-2068,100.3053131233776,$\AA^3$,-1.50656291625,eV/atom,0.8625999999999999,eV,5.294262956135167,g/cm$^3$,trigonal
703,BaNd2PdO5,mp-8514,277.6697792118095,$\AA^3$,-2.987630015138888,eV/atom,2.2190999999999996,eV,7.322571620230179,g/cm$^3$,tetragonal
704,K4ZnO3,mp-28382,650.1351618264252,$\AA^3$,-1.51135880828125,eV/atom,1.6945999999999999,eV,2.756436454492092,g/cm$^3$,triclinic
705,PPbSe3,mp-20316,548.2609153600158,$\AA^3$,-0.3225949982752979,eV/atom,1.7166999999999994,eV,5.7552544000002275,g/cm$^3$,monoclinic
706,Cs3InO3,mp-28381,739.6019113187074,$\AA^3$,-1.655274095535715,eV/atom,2.4268,eV,5.042965140454554,g/cm$^3$,monoclinic
707,Lu2CCl2,mp-573376,103.74753580421441,$\AA^3$,-1.8084858270539996,eV/atom,1.0343999999999998,eV,6.928024157494227,g/cm$^3$,trigonal
708,InBr2,mp-568108,930.7458533292028,$\AA^3$,-0.8142102441666669,eV/atom,2.4137,eV,3.9196707465297744,g/cm$^3$,orthorhombic
709,ReCl3,mp-23174,681.4745241661126,$\AA^3$,-1.1166990386949998,eV/atom,0.9624999999999999,eV,4.277347540371435,g/cm$^3$,trigonal
710,LiInGeO4,mp-17854,340.8399917207407,$\AA^3$,-2.192536466785714,eV/atom,2.2777999999999996,eV,5.035531296522543,g/cm$^3$,orthorhombic
711,Li6CoO4,mp-18925,203.59154599337435,$\AA^3$,-1.9582997281818182,eV/atom,2.4,eV,2.684651489407443,g/cm$^3$,tetragonal
712,CdP2,mp-913,575.7845455626214,$\AA^3$,-0.12932864289682597,eV/atom,1.4533,eV,4.022742430882059,g/cm$^3$,tetragonal
713,B,mp-160,86.99120174815826,$\AA^3$,0.0,eV/atom,1.4314,eV,2.4764002677286028,g/cm$^3$,trigonal
714,BaSm2NiO5,mp-19199,132.815844103387,$\AA^3$,-3.005320380694444,eV/atom,2.1603000000000003,eV,7.210697687173926,g/cm$^3$,orthorhombic
715,PAuCl8,mp-28387,1278.3333107508704,$\AA^3$,-0.9891980009175239,eV/atom,1.3333,eV,2.6580625728100973,g/cm$^3$,orthorhombic
716,Tl2PSe3,mp-28394,1466.6118394038006,$\AA^3$,-0.32375911731274876,eV/atom,1.6146000000000003,eV,6.128707900238149,g/cm$^3$,monoclinic
717,B6P,mp-28395,122.94531596682985,$\AA^3$,-0.2917146475850337,eV/atom,2.4757,eV,2.588885208498934,g/cm$^3$,trigonal
718,P3Ru,mp-28400,247.72338350946745,$\AA^3$,-0.5299085398214292,eV/atom,1.1445999999999996,eV,5.20144810189921,g/cm$^3$,triclinic
719,InGaS3,mp-504951,744.7891907920656,$\AA^3$,-0.6311986977708339,eV/atom,2.3988,eV,3.755476531796269,g/cm$^3$,hexagonal
