,chemicalFormula,mpID,volume,volumeUnits,formationEnergy,formationEnergyUnits,bandGap,bandGapUnits,density,densityUnits,crystalSystem
3762,K2Ge2S5,mp-541878,1050.8550516521314,$\AA^3$,-0.772347643923611,eV/atom,2.3159,eV,2.425900674846058,g/cm$^3$,monoclinic
3763,TaTeBr9,mp-29716,931.6032960794167,$\AA^3$,-0.7003346434090907,eV/atom,2.1847000000000003,eV,3.6635960572617337,g/cm$^3$,monoclinic
3764,Rb2Ge2Se5,mp-541880,1294.97228166406,$\AA^3$,-0.7047536586631943,eV/atom,1.6899,eV,3.64693235200676,g/cm$^3$,monoclinic
3765,RbMoAsO6,mp-25061,616.1701259753412,$\AA^3$,-2.0061330591666664,eV/atom,2.4553,eV,3.797981622990111,g/cm$^3$,orthorhombic
3766,Mn2Ni6Te3PbO18,mp-565249,684.9575062852027,$\AA^3$,-1.4294195527392872,eV/atom,1.8032000000000004,eV,6.497234625408617,g/cm$^3$,hexagonal
3767,Li3Sb,mp-2074,70.63171472825084,$\AA^3$,-0.6336345175,eV/atom,0.6960999999999999,eV,3.3521007083556387,g/cm$^3$,cubic
3768,Ca11InSb9,mp-29722,1271.3180036948415,$\AA^3$,-0.9799034973809523,eV/atom,0.8375000000000004,eV,4.314273201014944,g/cm$^3$,orthorhombic
3769,Cs2NiF6,mp-689925,185.31126987577017,$\AA^3$,-2.0553256422222224,eV/atom,2.3912,eV,3.929267522060293,g/cm$^3$,cubic
3770,KHoS2,mp-15786,103.87034025273002,$\AA^3$,-1.8889227095312506,eV/atom,2.3526000000000002,eV,4.286958379342996,g/cm$^3$,trigonal
3771,KSmS2,mp-15783,109.94943925562235,$\AA^3$,-1.8661680620312504,eV/atom,2.2759,eV,3.829880760748776,g/cm$^3$,trigonal
3772,Zn(GaTe2)2,mp-15777,221.74431781225584,$\AA^3$,-0.38082807000000024,eV/atom,1.0156999999999998,eV,5.356208346882881,g/cm$^3$,tetragonal
3773,KGdS2,mp-15784,107.50387892325705,$\AA^3$,-1.8783250507812497,eV/atom,1.7388000000000001,eV,4.023430219989404,g/cm$^3$,trigonal
3774,LiErS2,mp-15791,80.29402060015362,$\AA^3$,-1.8585753720312495,eV/atom,2.0083,eV,4.928838263221469,g/cm$^3$,trigonal
3775,LiYS2,mp-15788,82.11358818910783,$\AA^3$,-1.8517828870312503,eV/atom,1.9195999999999995,eV,3.235125778113499,g/cm$^3$,trigonal
3776,LiHoS2,mp-15790,80.99899711489684,$\AA^3$,-1.8556125670312502,eV/atom,1.9652000000000003,eV,4.8382003632894595,g/cm$^3$,trigonal
3777,LiDyS2,mp-15789,81.86677254897029,$\AA^3$,-1.8523771945312495,eV/atom,1.9344999999999999,eV,4.737620944869768,g/cm$^3$,trigonal
3778,Zn(GaSe2)2,mp-15776,175.60355944363457,$\AA^3$,-0.6456776263392859,eV/atom,1.3974999999999997,eV,4.923785805991172,g/cm$^3$,tetragonal
3779,TbLiSe2,mp-15793,94.17670373117825,$\AA^3$,-1.6966371109635414,eV/atom,1.5002999999999997,eV,5.709053459741446,g/cm$^3$,trigonal
3780,LiErSe2,mp-15797,91.6512844869695,$\AA^3$,-1.6944043992968743,eV/atom,1.6151,eV,6.017353597711216,g/cm$^3$,trigonal
3781,KDyS2,mp-15785,104.84266349594081,$\AA^3$,-1.8899789395312503,eV/atom,2.3354,eV,4.208708266728156,g/cm$^3$,trigonal
3782,KErS2,mp-4326,102.92819293644442,$\AA^3$,-1.8878232470312497,eV/atom,2.3715,eV,4.363767365113901,g/cm$^3$,trigonal
3783,KPrS2,mp-15782,114.86225126256504,$\AA^3$,-1.8412829170312506,eV/atom,2.2688,eV,3.5294210459414326,g/cm$^3$,trigonal
3784,LiGdSe2,mp-15792,95.4692784067088,$\AA^3$,-1.690926305546875,eV/atom,1.1762000000000001,eV,5.6026175258557736,g/cm$^3$,trigonal
3785,Tm2MgSe4,mp-15802,388.586298578543,$\AA^3$,-1.6929207384821428,eV/atom,1.4057000000000002,eV,5.794685386431627,g/cm$^3$,cubic
3786,LiHoSe2,mp-15796,92.46916073121535,$\AA^3$,-1.6961932467968746,eV/atom,1.5729000000000002,eV,5.922313107824051,g/cm$^3$,trigonal
3787,LiDySe2,mp-15795,93.25632500681984,$\AA^3$,-1.6977847992968744,eV/atom,1.5347999999999997,eV,5.829048932367084,g/cm$^3$,trigonal
3788,Y2MgSe4,mp-15803,400.8096047216756,$\AA^3$,-1.706659637767857,eV/atom,1.3007,eV,4.2917497465659284,g/cm$^3$,cubic
3789,LiYSe2,mp-15794,93.54671363228051,$\AA^3$,-1.7028704067968747,eV/atom,1.5238999999999998,eV,4.504591502177136,g/cm$^3$,trigonal
3790,Mn13Al4Si2(SbO14)2,mp-565677,594.6513002426843,$\AA^3$,-2.5064852094981838,eV/atom,1.4192,eV,4.383586807594146,g/cm$^3$,monoclinic
3791,Rb3SnP3Se11,mp-570167,2346.3912522577575,$\AA^3$,-0.5095057120176096,eV/atom,0.7856999999999998,eV,3.7836272967164284,g/cm$^3$,monoclinic
3792,Cd4P2Cl3,mp-29746,1916.3316405668445,$\AA^3$,-0.8101275796911642,eV/atom,1.3805999999999998,eV,4.28372991243131,g/cm$^3$,cubic
3793,SrLi4N2,mp-15845,198.46984045848595,$\AA^3$,-0.5467029542514287,eV/atom,0.8873999999999999,eV,2.39952794157672,g/cm$^3$,tetragonal
3794,K2In(PSe4)2,mp-581517,1629.0425913947781,$\AA^3$,-0.5275573282646524,eV/atom,1.1954999999999998,eV,3.6151387659902223,g/cm$^3$,monoclinic
3795,BaSr4U3O14,mp-559427,733.0184375315848,$\AA^3$,-3.6538734769318197,eV/atom,2.0759000000000003,eV,6.46024156042025,g/cm$^3$,orthorhombic
3796,CsAgSe4,mp-18105,813.5938553590421,$\AA^3$,-0.40968812197916665,eV/atom,1.3113,eV,4.54417705764018,g/cm$^3$,orthorhombic
3797,K6Na3GaSb4,mp-6112,972.5471898162791,$\AA^3$,-0.45344716321428563,eV/atom,0.6974,eV,2.937848897460598,g/cm$^3$,hexagonal
3798,KMoPClO5,mp-566892,319.14195750045525,$\AA^3$,-2.4030185602894707,eV/atom,2.01,eV,2.928970621076975,g/cm$^3$,tetragonal
3799,RbMoPClO5,mp-566165,330.0605787765441,$\AA^3$,-2.4071878597339156,eV/atom,1.9978,eV,3.2986494191526927,g/cm$^3$,tetragonal
3800,RbAgSe4,mp-18585,752.7470099817098,$\AA^3$,-0.3866997611458333,eV/atom,1.1614000000000002,eV,4.492912250343659,g/cm$^3$,orthorhombic
3801,Rb5Sn(PSe5)3,mp-571228,1665.8425448093565,$\AA^3$,-0.5869892526329986,eV/atom,1.0812,eV,3.6351302669417755,g/cm$^3$,triclinic
3802,K5Na(Ti2Se9)3,mp-569806,2260.420482746855,$\AA^3$,-0.871983726334135,eV/atom,0.8225000000000002,eV,3.875246150197607,g/cm$^3$,trigonal
3803,SrV3P4O17,mp-19671,1291.212333979527,$\AA^3$,-2.757667551845237,eV/atom,1.668,eV,3.27335673962144,g/cm$^3$,orthorhombic
3804,Pb5SO8,mp-505603,1070.629352158652,$\AA^3$,-1.7008697508258928,eV/atom,2.4636000000000005,eV,7.4203252879423465,g/cm$^3$,monoclinic
3805,K3NaUC3O11,mp-557407,640.617410732985,$\AA^3$,-2.473283191842105,eV/atom,2.1423,eV,3.0604257745980443,g/cm$^3$,hexagonal
3806,VXe2F17,mp-560168,1341.116315217335,$\AA^3$,-1.0262599729999997,eV/atom,2.4287,eV,3.1523995337875284,g/cm$^3$,monoclinic
3807,Na8Nb2Cu4S21,mp-554071,1615.9995015260706,$\AA^3$,-0.6498619807232136,eV/atom,1.1534,eV,2.6660698682057222,g/cm$^3$,orthorhombic
3808,Na2CuP,mp-7639,158.30799509216686,$\AA^3$,-0.3742105857738096,eV/atom,0.6575000000000002,eV,2.9474766175558886,g/cm$^3$,orthorhombic
3809,Rb2Ag(AsSe2)3,mp-541916,1549.3123534951171,$\AA^3$,-0.47227308617187563,eV/atom,1.3497,eV,4.189967698238083,g/cm$^3$,monoclinic
3810,VCdO3,mp-566829,283.2141808475602,$\AA^3$,-2.0903037492500003,eV/atom,1.6580000000000001,eV,4.9567583414122405,g/cm$^3$,orthorhombic
3811,RbAg2(AsSe2)3,mp-570593,1402.455504283814,$\AA^3$,-0.2981211249218756,eV/atom,1.1615,eV,4.734806658412054,g/cm$^3$,monoclinic
3812,Ba2MnTe3,mp-16905,900.3815530353854,$\AA^3$,-1.2475239635632185,eV/atom,0.8251999999999997,eV,5.255348529721789,g/cm$^3$,orthorhombic
3813,La4Si2S3O7,mp-15897,1078.1252163249721,$\AA^3$,-3.2452118072460934,eV/atom,2.4924,eV,5.051787286327182,g/cm$^3$,tetragonal
3814,Sr2NbN3,mp-17701,435.63740007301396,$\AA^3$,-1.233750799523334,eV/atom,2.2927999999999997,eV,4.7291027991925905,g/cm$^3$,monoclinic
3815,Ba3NbAs3O,mp-18177,1049.8913525112448,$\AA^3$,-1.51639998109375,eV/atom,1.0685,eV,4.717377534860241,g/cm$^3$,orthorhombic
3816,GdSClO4,mp-558122,421.5054284739736,$\AA^3$,-2.631649871046072,eV/atom,1.9163,eV,4.55041843310946,g/cm$^3$,monoclinic
3817,Sr3SmRhO6,mp-17829,328.1775470019051,$\AA^3$,-2.896796220227273,eV/atom,2.0202999999999998,eV,6.194526399702594,g/cm$^3$,trigonal
3818,CaFeSbAs2O7,mp-566256,1476.9038914711648,$\AA^3$,-2.0970225506249993,eV/atom,2.2821999999999996,eV,4.313157811142828,g/cm$^3$,tetragonal
3819,TbSr3RhO6,mp-18705,323.36431919575574,$\AA^3$,-2.9375686958333342,eV/atom,2.1142,eV,6.374700455244199,g/cm$^3$,trigonal
3820,Sr3ErRhO6,mp-17149,319.8858483848757,$\AA^3$,-2.960446901590909,eV/atom,2.192,eV,6.530540140154783,g/cm$^3$,trigonal
3821,Cs3Re3(SI)4,mp-669364,1061.1347079706618,$\AA^3$,-0.999910432232143,eV/atom,2.4356,eV,4.986352606389693,g/cm$^3$,cubic
3822,BaGdAuSe3,mp-19942,333.36772210054056,$\AA^3$,-1.5148223742968743,eV/atom,0.9171,eV,7.256705476323424,g/cm$^3$,orthorhombic
3823,Sr3HoRhO6,mp-18652,320.92327487423853,$\AA^3$,-2.9534704843181814,eV/atom,2.1668,eV,6.4853309452590935,g/cm$^3$,trigonal
3824,Gd2ReO5,mp-15922,431.4335793480759,$\AA^3$,-3.207201297031249,eV/atom,0.7654999999999998,eV,8.940255369435786,g/cm$^3$,tetragonal
3825,Sr3DyRhO6,mp-18651,322.14178852106886,$\AA^3$,-2.9461857565909098,eV/atom,2.1402000000000005,eV,6.435744872507362,g/cm$^3$,trigonal
3826,BaYAgTe3,mp-10337,397.65906898250165,$\AA^3$,-1.2639917091666664,eV/atom,0.7671000000000001,eV,5.987249827229015,g/cm$^3$,orthorhombic
3827,Sr3ScRhO6,mp-18247,308.0645577517978,$\AA^3$,-2.9616595325000006,eV/atom,2.2663999999999995,eV,5.462651432092893,g/cm$^3$,trigonal
3828,SrFe3(PO4)3,mp-566127,477.0676715201644,$\AA^3$,-2.651957659962407,eV/atom,1.4011999999999998,eV,3.7596583917507815,g/cm$^3$,orthorhombic
3829,BaLaCuTe3,mp-17063,818.4856395628226,$\AA^3$,-1.3080457500000005,eV/atom,0.8203000000000005,eV,5.8638520453578975,g/cm$^3$,orthorhombic
3830,CsRe6Se8I3,mp-680185,2136.111373100921,$\AA^3$,-0.5452369650694453,eV/atom,1.1155,eV,7.035283288780717,g/cm$^3$,monoclinic
3831,Sr3InRhO6,mp-669389,317.2311870043622,$\AA^3$,-2.5062522975000006,eV/atom,1.4807999999999995,eV,6.036186883499081,g/cm$^3$,trigonal
3832,P4Ru,mp-27173,236.61243417693936,$\AA^3$,-0.4535073574761905,eV/atom,1.2576999999999998,eV,4.736393749146105,g/cm$^3$,triclinic
3833,Na2U2Si(O4F)2,mp-560638,458.8991188945631,$\AA^3$,-3.3369395423333335,eV/atom,2.0751999999999997,eV,5.182562163279968,g/cm$^3$,tetragonal
3834,Cs2Ta6PbCl18,mp-569879,723.517748345732,$\AA^3$,-1.7867420836548145,eV/atom,1.4561000000000002,eV,5.041975215154741,g/cm$^3$,trigonal
3835,Sr4PtO6,mp-4598,337.5795430849717,$\AA^3$,-2.640083646590909,eV/atom,2.2142999999999997,eV,6.311614765733445,g/cm$^3$,trigonal
3836,Cs2Te3,mp-505634,475.8851682587464,$\AA^3$,-0.7589599890000003,eV/atom,0.6368999999999998,eV,4.526485472475498,g/cm$^3$,orthorhombic
3837,Mg(InS2)2,mp-20493,323.4005174620982,$\AA^3$,-0.817837185178572,eV/atom,1.7643999999999997,eV,3.924914166035629,g/cm$^3$,cubic
3838,Gd2Se2O,mp-669388,459.2261874464746,$\AA^3$,-2.6074930941874994,eV/atom,1.3044000000000002,eV,7.06440046880818,g/cm$^3$,orthorhombic
3839,ZnTe,mp-2176,59.14561543024554,$\AA^3$,-0.4684326050000003,eV/atom,1.0787,eV,5.418811762661854,g/cm$^3$,cubic
3840,GaN5O14,mp-541950,277.44249231504574,$\AA^3$,-0.9912616007199994,eV/atom,1.2523,eV,2.1770921694428718,g/cm$^3$,monoclinic
3841,Mn3V6(FeO6)4,mp-567051,496.4420129693995,$\AA^3$,-2.2278653285680527,eV/atom,1.4562000000000002,eV,3.605207693713093,g/cm$^3$,triclinic
3842,Rb2Th(PSe3)3,mp-541947,1833.0342776970424,$\AA^3$,-0.7617112259419646,eV/atom,1.37,eV,4.3719820447586075,g/cm$^3$,triclinic
3843,LaAs2,mp-29815,612.7553211237067,$\AA^3$,-1.0617930370833335,eV/atom,0.5974000000000004,eV,6.259965612932606,g/cm$^3$,monoclinic
3844,Cs4Th2P5Se17,mp-680198,3809.529503693699,$\AA^3$,-0.8231757302346406,eV/atom,1.3108000000000002,eV,4.346505729293701,g/cm$^3$,monoclinic
3845,Cs2Ge2S5,mp-572598,1224.8919897184785,$\AA^3$,-0.8072409289236115,eV/atom,2.4156,eV,3.0985861816481357,g/cm$^3$,monoclinic
3846,K2Re3C2Se5N2,mp-680168,1351.1796380958042,$\AA^3$,-0.524284150909197,eV/atom,1.2751000000000001,eV,5.327039976922659,g/cm$^3$,monoclinic
3847,RbV(CuS2)2,mp-15998,377.0057457515617,$\AA^3$,-0.8387569932812502,eV/atom,1.1052,eV,3.4510608590047602,g/cm$^3$,orthorhombic
3848,Cs5Ti6AgSe27,mp-16000,2431.7488233435065,$\AA^3$,-0.8518757273597762,eV/atom,0.5868,eV,4.3587058890926995,g/cm$^3$,trigonal
3849,GaP2I9,mp-29817,4707.589476308885,$\AA^3$,-0.23899907062003964,eV/atom,1.7111999999999998,eV,3.5945569946576503,g/cm$^3$,orthorhombic
3850,Li3AuS2,mp-15999,209.22315914174246,$\AA^3$,-1.0407429346875,eV/atom,2.0985,eV,4.475015278771269,g/cm$^3$,orthorhombic
3851,Rb5Ti6AgSe27,mp-16001,2299.4960765485025,$\AA^3$,-0.8349799904366983,eV/atom,0.5599000000000001,eV,4.266829304105852,g/cm$^3$,trigonal
3852,Ca3(AlN2)2,mp-29820,1002.2165458168084,$\AA^3$,-1.3040914225855558,eV/atom,2.1954000000000002,eV,3.051601654191832,g/cm$^3$,orthorhombic
3853,Cs4SiSe4,mp-29834,3007.9663925727655,$\AA^3$,-1.1061198592361114,eV/atom,2.3269,eV,3.8667463440720966,g/cm$^3$,cubic
3854,LiAuS,mp-29829,234.61058347970265,$\AA^3$,-0.722648813854167,eV/atom,1.5804,eV,6.680715410210952,g/cm$^3$,orthorhombic
3855,Ba2CaWN4,mp-669377,599.4892806908424,$\AA^3$,-1.1547948955650007,eV/atom,1.8491,eV,6.14478305185791,g/cm$^3$,orthorhombic
3856,Cs2Ti2S9,mp-680170,1134.5014819105572,$\AA^3$,-0.9860950825560898,eV/atom,1.0651,eV,2.8547323018419744,g/cm$^3$,trigonal
3857,Sr3MoN4,mp-570046,920.8331904492586,$\AA^3$,-1.112322392648333,eV/atom,2.0100000000000002,eV,4.4883441692918025,g/cm$^3$,monoclinic
3858,K5SnAs3,mp-16989,1220.9090202404543,$\AA^3$,-0.44368212222222225,eV/atom,0.5394000000000001,eV,2.9321579361616963,g/cm$^3$,monoclinic
3859,V2HgO6,mp-505654,446.95865994778256,$\AA^3$,-1.9555196091954028,eV/atom,2.0142999999999995,eV,5.921567310988625,g/cm$^3$,orthorhombic
3860,Cs4SiTe4,mp-574224,3632.4607786344195,$\AA^3$,-0.8798673558333334,eV/atom,1.8365999999999998,eV,3.9135009398985865,g/cm$^3$,cubic
3861,SnHg7(As2I3)2,mp-571478,2462.951293499226,$\AA^3$,-0.20646054801724112,eV/atom,0.9463999999999999,eV,6.968477051378808,g/cm$^3$,cubic
3862,CsHgCl3,mp-29845,1577.8243939175104,$\AA^3$,-1.5515922696188353,eV/atom,1.9882,eV,4.166217075827085,g/cm$^3$,trigonal
3863,Tb2Ba4Cd3S10,mp-17513,1031.4850040873607,$\AA^3$,-1.6361250104714913,eV/atom,2.1033000000000004,eV,4.910185003103598,g/cm$^3$,orthorhombic
3864,KAlTe2,mp-18347,1185.9170503652588,$\AA^3$,-0.7970721596875001,eV/atom,1.8991999999999996,eV,3.598886963391462,g/cm$^3$,monoclinic
3865,K4Sr2SnAs4,mp-570311,2251.782920958089,$\AA^3$,-0.6851973584848483,eV/atom,0.5377000000000003,eV,3.3185792407701866,g/cm$^3$,hexagonal
3866,Rb3Ta2S11,mp-541975,1875.2199717238043,$\AA^3$,-0.8658398524804687,eV/atom,1.6649000000000003,eV,3.4393976809876,g/cm$^3$,monoclinic
3867,Hg6BiAs4Cl7,mp-570652,1953.6721432713066,$\AA^3$,-0.7022268821873183,eV/atom,1.2948000000000002,eV,6.664953785569317,g/cm$^3$,cubic
3868,Hg6Sb5Br7,mp-23453,2389.347513427039,$\AA^3$,-0.35422508272509545,eV/atom,0.9445000000000001,eV,6.5930083414975575,g/cm$^3$,cubic
3869,Na4SeO5,mp-29871,513.2179277699142,$\AA^3$,-1.7074007429843754,eV/atom,1.3349000000000002,eV,3.247399511337357,g/cm$^3$,triclinic
3870,V2Hg2O7,mp-540566,593.1842399548693,$\AA^3$,-1.7316468503879308,eV/atom,1.2817999999999998,eV,6.887095153986287,g/cm$^3$,orthorhombic
3871,Rb6Ta4S25,mp-680284,2053.845295084275,$\AA^3$,-0.7917131164732146,eV/atom,1.4821000000000002,eV,3.2958170322277938,g/cm$^3$,monoclinic
3872,KGaTe2,mp-17965,1195.2471884225047,$\AA^3$,-0.7017716396874998,eV/atom,1.2481,eV,4.045834485640099,g/cm$^3$,monoclinic
3873,Pr2TeO2,mp-16032,110.4343901173247,$\AA^3$,-3.1491005705,eV/atom,1.6555999999999997,eV,6.637291993458449,g/cm$^3$,tetragonal
3874,Tb2TeO2,mp-16036,98.3373982654055,$\AA^3$,-3.2588946911666667,eV/atom,1.1715,eV,8.062278355404692,g/cm$^3$,tetragonal
3875,Gd2TeO2,mp-16035,100.6004371957086,$\AA^3$,-3.2064259484999993,eV/atom,1.0708000000000002,eV,7.8256072413269555,g/cm$^3$,tetragonal
3876,Dy2TeO2,mp-16037,96.92698711044011,$\AA^3$,-3.2636821105000005,eV/atom,1.0886000000000005,eV,8.3020755360219,g/cm$^3$,tetragonal
3877,Re2PCl13,mp-29878,988.1052842211741,$\AA^3$,-1.115786972529703,eV/atom,0.8083,eV,2.9048831632310375,g/cm$^3$,monoclinic
3878,Sm2TeO2,mp-16033,103.80643480733985,$\AA^3$,-3.2059849305000006,eV/atom,1.4223999999999997,eV,7.363486520721622,g/cm$^3$,tetragonal
3879,K3SbSe3,mp-17538,994.2030995655114,$\AA^3$,-0.9684337043973211,eV/atom,2.2931000000000004,eV,3.1796659079321925,g/cm$^3$,cubic
3880,Th2AuF11,mp-29890,420.07110675762334,$\AA^3$,-3.244529207142857,eV/atom,2.3115,eV,6.878409667987672,g/cm$^3$,tetragonal
3881,Pr2SiTeO4,mp-17750,532.2427292168933,$\AA^3$,-3.22988493,eV/atom,2.0843999999999996,eV,6.258479947632094,g/cm$^3$,orthorhombic
3882,CeF4,mp-542001,467.54387074328463,$\AA^3$,-3.709587836,eV/atom,2.0999999999999996,eV,4.605237442460398,g/cm$^3$,monoclinic
3883,Rb3SbSe3,mp-17912,1122.2520652866165,$\AA^3$,-0.9620756886830358,eV/atom,2.3028,eV,3.6401929134996487,g/cm$^3$,cubic
3884,Au3F8,mp-17407,363.32889644793494,$\AA^3$,-0.9604697563636367,eV/atom,0.546,eV,6.790501265078307,g/cm$^3$,monoclinic
3885,Th2Se5,mp-2392,694.457002290517,$\AA^3$,-1.5411358979241072,eV/atom,0.7171000000000003,eV,8.214747469596889,g/cm$^3$,orthorhombic
3886,LiSb3O8,mp-29892,283.5185838727249,$\AA^3$,-1.9777230083333326,eV/atom,0.9743999999999993,eV,5.859428737747929,g/cm$^3$,monoclinic
3887,FeGeO3,mp-25522,237.8704637266933,$\AA^3$,-2.0118547872500003,eV/atom,1.5711999999999997,eV,4.928013640892247,g/cm$^3$,monoclinic
3888,Ca2FeMoO6,mp-18783,243.80858905602548,$\AA^3$,-2.6444553062499994,eV/atom,1.4499,eV,4.4670519480871205,g/cm$^3$,monoclinic
3889,AgAuF4,mp-16060,189.33841349231224,$\AA^3$,-1.108010005,eV/atom,1.0606,eV,6.679894888060048,g/cm$^3$,tetragonal
3890,Sr6Sb6S17,mp-16061,3058.1415072965665,$\AA^3$,-1.0489671698814662,eV/atom,1.7409,eV,3.9125330166293106,g/cm$^3$,orthorhombic
3891,Tb2BaTe4,mp-17153,1020.4960813746862,$\AA^3$,-1.5489678119047616,eV/atom,0.7858999999999998,eV,6.2847055715874465,g/cm$^3$,orthorhombic
3892,Cs2Cd3Te4,mp-567386,730.4497848808671,$\AA^3$,-0.7304521799999999,eV/atom,1.5570000000000002,eV,5.0624066893568305,g/cm$^3$,orthorhombic
3893,Ba(YTe2)2,mp-17872,1014.936424958766,$\AA^3$,-1.5583201371428572,eV/atom,0.8059000000000003,eV,5.402660140796252,g/cm$^3$,orthorhombic
3894,Rb3Bi2I9,mp-29895,2746.458158616995,$\AA^3$,-0.9411055666071427,eV/atom,2.4194,eV,4.393114523474619,g/cm$^3$,monoclinic
3895,Ba(SmTe2)2,mp-17786,1052.1002887474924,$\AA^3$,-1.5539705528571426,eV/atom,0.7957000000000001,eV,5.987768180847544,g/cm$^3$,orthorhombic
3896,Hg2WO4,mp-32542,244.2785180017221,$\AA^3$,-1.4531278343596057,eV/atom,1.9017,eV,8.823690220737394,g/cm$^3$,monoclinic
3897,Ba(TmTe2)2,mp-18196,989.4925993651136,$\AA^3$,-1.5151829150000005,eV/atom,0.7841,eV,6.615995132533354,g/cm$^3$,orthorhombic
3898,Rb2Cd3Te4,mp-29901,1383.4826530124683,$\AA^3$,-0.6957417122222225,eV/atom,1.4415,eV,4.890188685273635,g/cm$^3$,monoclinic
3899,Ba(DyTe2)2,mp-17927,1012.265790776756,$\AA^3$,-1.5431626760714288,eV/atom,0.7862,eV,6.3827151237349,g/cm$^3$,orthorhombic
3900,BaFe2(SeO3)4,mp-566125,590.3279382375539,$\AA^3$,-1.7359175510197367,eV/atom,2.4708,eV,4.257899614249074,g/cm$^3$,monoclinic
3901,Ba(HoTe2)2,mp-17273,1004.6289403562445,$\AA^3$,-1.5346930214285714,eV/atom,0.7850000000000001,eV,6.463370741969275,g/cm$^3$,orthorhombic
3902,Ba(ErTe2)2,mp-17928,997.1119912751305,$\AA^3$,-1.5262247446428572,eV/atom,0.7848999999999995,eV,6.543120799788243,g/cm$^3$,orthorhombic
3903,Na4FeO3,mp-19026,247.195601360447,$\AA^3$,-1.6058018560937497,eV/atom,1.0702,eV,2.6306075042499684,g/cm$^3$,monoclinic
3904,FeAg(SeO3)2,mp-704626,590.7847400265713,$\AA^3$,-1.31053575646875,eV/atom,1.9070000000000003,eV,4.695383332551689,g/cm$^3$,orthorhombic
3905,RbFeSe2O7,mp-703253,369.20071784304776,$\AA^3$,-1.575424683721591,eV/atom,2.1424,eV,3.6991320044975318,g/cm$^3$,trigonal
3906,Na5NiO4,mp-32318,1117.3035287903795,$\AA^3$,-1.3923668961249995,eV/atom,1.9118000000000002,eV,2.8254468295101627,g/cm$^3$,orthorhombic
3907,Na8Fe2O7,mp-555787,951.649271981468,$\AA^3$,-1.7367436349264707,eV/atom,2.3378,eV,2.8449230206827862,g/cm$^3$,monoclinic
3908,Ba3Bi2TeO9,mp-556407,511.68021169140036,$\AA^3$,-2.3496475390833336,eV/atom,2.1136000000000004,eV,7.149559522936565,g/cm$^3$,trigonal
3909,HgMoO4,mp-19363,177.20571307119926,$\AA^3$,-1.6099669371264358,eV/atom,2.2464000000000004,eV,6.756781161498788,g/cm$^3$,monoclinic
3910,LiVAsO5,mp-19623,381.52227574934733,$\AA^3$,-2.195758479218749,eV/atom,1.7409999999999999,eV,3.7047850827328013,g/cm$^3$,orthorhombic
3911,Na5TlO4,mp-7652,1297.1220949317567,$\AA^3$,-1.5066974678749996,eV/atom,1.1596000000000002,eV,3.9258229643077573,g/cm$^3$,orthorhombic
3912,RbDy2CuSe4,mp-16118,428.0907687275835,$\AA^3$,-1.502707983671875,eV/atom,0.9258000000000002,eV,6.1275928967035425,g/cm$^3$,orthorhombic
3913,Na4UC3O11,mp-6046,1018.6812510894132,$\AA^3$,-2.4383106760526307,eV/atom,2.1523000000000003,eV,3.5341162512107256,g/cm$^3$,trigonal
3914,Rb4Zr3Se14,mp-542013,1372.8857294420259,$\AA^3$,-1.037402693824405,eV/atom,1.4609,eV,4.163142677793862,g/cm$^3$,monoclinic
3915,Cs4Ti3S14,mp-542011,1211.078871369712,$\AA^3$,-1.031235731517857,eV/atom,1.2939999999999996,eV,3.0826502278611025,g/cm$^3$,monoclinic
3916,Na5GaO4,mp-7656,1140.7089573369572,$\AA^3$,-1.8298192784999998,eV/atom,2.2018,eV,2.89592041198462,g/cm$^3$,orthorhombic
3917,Rb4Hf3S14,mp-542012,1184.4554239589759,$\AA^3$,-1.1206006081845241,eV/atom,1.9800999999999997,eV,3.7186570166767754,g/cm$^3$,monoclinic
3918,Cs2ZnO2,mp-504601,998.370414613158,$\AA^3$,-1.5565601702499996,eV/atom,1.7128999999999999,eV,4.832986119515738,g/cm$^3$,monoclinic
3919,VPPbO6,mp-542009,486.99493015989236,$\AA^3$,-2.398476101177249,eV/atom,2.4453,eV,5.2525631301503335,g/cm$^3$,monoclinic
3920,Cs2CoO3,mp-547887,546.7706271820387,$\AA^3$,-1.5248745697916668,eV/atom,0.5157,eV,4.528063973373178,g/cm$^3$,orthorhombic
3921,Rb3Cu2(BiS2)5,mp-555113,1088.1651872175582,$\AA^3$,-0.5946669482812503,eV/atom,0.5187000000000004,eV,5.33808895283687,g/cm$^3$,orthorhombic
3922,RbSm2Ag3Se5,mp-18710,599.9284144678627,$\AA^3$,-1.1307045270880687,eV/atom,1.0495999999999999,eV,6.114791791176469,g/cm$^3$,orthorhombic
3923,KInSe2,mp-505700,1069.4119376296183,$\AA^3$,-0.9193674999218753,eV/atom,1.4733,eV,3.8736527611867646,g/cm$^3$,monoclinic
3924,RbV(PO4)2,mp-565681,731.7962517201588,$\AA^3$,-2.610153169890873,eV/atom,2.123,eV,2.9621372699042365,g/cm$^3$,monoclinic
3925,KCrP2S7,mp-7147,275.39902739793985,$\AA^3$,-0.5520878386025433,eV/atom,1.2502999999999997,eV,2.27614578302054,g/cm$^3$,monoclinic
3926,Na2Mn(PO3)5,mp-567904,632.2530841446452,$\AA^3$,-2.599684936807195,eV/atom,1.3331,eV,2.6042029016657895,g/cm$^3$,monoclinic
